,formattedAddress,location,rating,regularOpeningHours,businessStatus,userRatingCount,displayName,primaryTypeDisplayName,postalAddress,websiteUri,priceRange
245,"Calle 47 475, entre 56 y 54, col. centro, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.9750043, 'longitude': -89.617915}",4.6,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 7, 'minute': 30}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 30}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 30}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 30}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 30}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 30}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 30}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u200910:00\u202fPM'], 'nextCloseTime': '2025-10-21T04:00:00Z'}",OPERATIONAL,47.0,"{'text': 'The Coffee Calle 47', 'languageCode': 'pt'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97000', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'col. centro, Centro', 'addressLines': ['Calle 47 475, entre 56 y 54']}",https://www.thecoffee.jp/,"{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}"
246,"C. 60 471-Local 5, Parque Santa Lucia, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.9714036, 'longitude': -89.6227838}",4.6,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 12, 'minute': 0}, 'close': {'day': 0, 'hour': 21, 'minute': 0}}, {'open': {'day': 1, 'hour': 9, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 9, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 9, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 9, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 9, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 12:00\u2009–\u20099:00\u202fPM'], 'nextCloseTime': '2025-10-21T04:00:00Z'}",OPERATIONAL,792.0,"{'text': ""Ki'Xocolatl"", 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97000', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Centro', 'addressLines': ['C. 60 471-Local 5']}",https://www.kixocolatl.mx/,"{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}"
247,"Calle 62 499 por 61 y 59, Calle 61, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.968121999999997, 'longitude': -89.6242688}",4.4,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 7, 'minute': 30}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 30}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u200910:00\u202fPM'], 'nextCloseTime': '2025-10-21T04:00:00Z'}",OPERATIONAL,1567.0,"{'text': 'The Italian Coffee', 'languageCode': 'en'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97000', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Centro', 'addressLines': ['Calle 62 499 por 61 y 59, Calle 61']}",https://www.italiancoffeeyucatan.com/,"{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}"
248,"C. 50-A 493A, Parque de la Mejorada, Centro, 97000 Centro, Yuc., Mexico","{'latitude': 20.968379, 'longitude': -89.61674180000001}",4.8,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 0, 'minute': 0}}], 'weekdayDescriptions': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",OPERATIONAL,433.0,"{'text': 'Hotel La Piazzetta & Cafeteria', 'languageCode': 'es'}","{'text': 'Hotel', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97000', 'administrativeArea': 'Yucatan', 'locality': 'Centro', 'sublocality': 'Parque de la Mejorada, Centro', 'addressLines': ['C. 50-A 493A, LT 57y59']}",,
249,"C. 55 498-x58 y 60, Parque Santa Lucia, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.9707607, 'longitude': -89.62190919999999}",4.6,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 7, 'minute': 30}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 30}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 30}, 'close': {'day': 2, 'hour': 15, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 30}, 'close': {'day': 3, 'hour': 15, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 30}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 30}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 30}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20093:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u200910:00\u202fPM'], 'nextCloseTime': '2025-10-21T04:00:00Z'}",OPERATIONAL,76.0,"{'text': 'Barlos coffee', 'languageCode': 'en'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97000', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Parque Santa Lucia', 'addressLines': ['C. 55 498-x58 y 60']}",https://www.instagram.com/barloscoffee_?igsh=MWlqOTA2OWh5ZzM3ZQ%3D%3D&utm_source=qr,"{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}"
250,"C. 59 515, Parque Santa Lucia, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.9689751, 'longitude': -89.6243456}",4.5,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 21, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 21, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 21, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 21, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 21, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 21, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20099:00\u202fPM'], 'nextOpenTime': '2025-10-21T14:00:00Z'}",OPERATIONAL,578.0,"{'text': 'Kibum cafetería', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97000', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Parque Santa Lucia, Centro', 'addressLines': ['C. 59 515']}",https://instagram.com/kibum.cafeteria?utm_medium=copy_link,"{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}"
251,"Calle 62. 479 x 55 y 57 Centro, Second floor, Santa Lucía, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.970081699999998, 'longitude': -89.6238211}",4.8,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 20, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 20, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 20, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 20, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 20, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 20, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: Closed', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20098:00\u202fPM'], 'nextOpenTime': '2025-10-22T14:00:00Z'}",OPERATIONAL,695.0,"{'text': 'Sempere libros y café', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97000', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Santa Lucía', 'addressLines': ['Calle 62. 479 x 55 y 57 Centro', 'Second floor']}",,"{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}"
252,"Calle 62 # 489 x 59, Edificio Condesa, Local V, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.968672, 'longitude': -89.62433589999999}",4.3,"{'openNow': False, 'periods': [{'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 21, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 21, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 21, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 21, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 21, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed'], 'nextOpenTime': '2025-10-21T14:00:00Z'}",OPERATIONAL,418.0,"{'text': 'Condesa Barra De Café', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97000', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'addressLines': ['Calle 62 # 489 x 59', 'Edificio Condesa, Local V']}",,"{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}"
253,"Calle 54 & Calle 49, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.973659299999998, 'longitude': -89.6175116}",4.7,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 20, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 20, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 20, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 20, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 20, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 20, 'minute': 0}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20098:00\u202fPM'], 'nextOpenTime': '2025-10-21T14:00:00Z'}",OPERATIONAL,463.0,"{'text': 'Cafetería Arista Barista Centro | Coffee Shop Artesanal con café de especialidad', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97000', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Centro', 'addressLines': ['Calle 54 & Calle 49']}",https://www.instagram.com/aristabarista_mid/,"{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}"
254,"C. 60 440, Parque Santa Ana, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.974293199999998, 'longitude': -89.6216905}",4.7,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 19, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 19, 'minute': 45}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 19, 'minute': 45}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 19, 'minute': 45}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 19, 'minute': 45}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 19, 'minute': 45}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 19, 'minute': 45}}], 'weekdayDescriptions': ['Monday: 8:00\u202fAM\u2009–\u20097:45\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:45\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:45\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:45\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:45\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:45\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20097:00\u202fPM'], 'nextOpenTime': '2025-10-21T14:00:00Z'}",OPERATIONAL,364.0,"{'text': 'Café Riqueza', 'languageCode': 'en'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97000', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Centro', 'addressLines': ['C. 60 440']}",https://www.facebook.com/caferiqueza/,"{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}"
255,"Calle 52 448 A-x 45 y 47, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.9750168, 'longitude': -89.6158346}",4.7,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 14, 'minute': 30}}, {'open': {'day': 0, 'hour': 18, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 30}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 14, 'minute': 0}}, {'open': {'day': 1, 'hour': 18, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 30}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 14, 'minute': 0}}, {'open': {'day': 3, 'hour': 18, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 30}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 14, 'minute': 0}}, {'open': {'day': 4, 'hour': 18, 'minute': 0}, 'close': {'day': 4, 'hour': 23, 'minute': 30}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 14, 'minute': 30}}, {'open': {'day': 5, 'hour': 18, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 30}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 14, 'minute': 30}}, {'open': {'day': 6, 'hour': 18, 'minute': 0}, 'close': {'day': 6, 'hour': 23, 'minute': 30}}], 'weekdayDescriptions': ['Monday: 8:00\u202fAM\u2009–\u20092:00\u202fPM, 6:00\u2009–\u200910:30\u202fPM', 'Tuesday: Closed', 'Wednesday: 8:00\u202fAM\u2009–\u20092:00\u202fPM, 6:00\u2009–\u200911:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20092:00\u202fPM, 6:00\u2009–\u200911:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20092:30\u202fPM, 6:00\u2009–\u200911:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20092:30\u202fPM, 6:00\u2009–\u200911:30\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20092:30\u202fPM, 6:00\u2009–\u200910:30\u202fPM'], 'nextCloseTime': '2025-10-21T04:30:00Z'}",OPERATIONAL,130.0,"{'text': 'Antonella Café - Bar | Restaurante Mérida Yucatán', 'languageCode': 'es'}","{'text': 'Restaurant', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97000', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Centro', 'addressLines': ['Calle 52 448 A-x 45 y 47']}",https://www.instagram.com/antonella.cafebar,"{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}"
256,"C. 58 444, Parque Santa Lucia, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.972247799999998, 'longitude': -89.6206701}",4.8,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 7, 'minute': 30}, 'close': {'day': 0, 'hour': 20, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 30}, 'close': {'day': 1, 'hour': 21, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 30}, 'close': {'day': 2, 'hour': 21, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 30}, 'close': {'day': 3, 'hour': 21, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 30}, 'close': {'day': 4, 'hour': 21, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 30}, 'close': {'day': 5, 'hour': 21, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 30}, 'close': {'day': 6, 'hour': 21, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u20098:00\u202fPM'], 'nextOpenTime': '2025-10-21T13:30:00Z'}",OPERATIONAL,872.0,"{'text': 'Tinoc Café', 'languageCode': 'en'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97000', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Centro', 'addressLines': ['C. 58 444']}",https://www.instagram.com/tinoc.cafe/,"{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}"
257,"C. 61 388, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.9653301, 'longitude': -89.610984}",4.6,,OPERATIONAL,98.0,"{'text': 'Casa Amate 61 - Mérida Centro', 'languageCode': 'es'}","{'text': 'Bed & Breakfast', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97000', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Centro', 'addressLines': ['C. 61 388']}",https://www.casaamate.com/,
258,"C. 57 420-x 42, Centro, 97000 Mérida, Yuc., Mexico","{'latitude': 20.9680005, 'longitude': -89.61060119999999}",4.6,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 14, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 14, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 14, 'minute': 0}}, {'open': {'day': 3, 'hour': 19, 'minute': 0}, 'close': {'day': 3, 'hour': 21, 'minute': 30}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 14, 'minute': 0}}, {'open': {'day': 4, 'hour': 19, 'minute': 0}, 'close': {'day': 4, 'hour': 21, 'minute': 30}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 14, 'minute': 0}}, {'open': {'day': 5, 'hour': 19, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 30}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 14, 'minute': 0}}, {'open': {'day': 6, 'hour': 19, 'minute': 0}, 'close': {'day': 6, 'hour': 21, 'minute': 30}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20099:30\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20092:00\u202fPM'], 'nextOpenTime': '2025-10-21T14:00:00Z'}",OPERATIONAL,73.0,"{'text': 'Postres tradicionales ""Dulce Ch\'uhuk""', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97000', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Centro', 'addressLines': ['C. 57 420-x 42']}",,"{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}"
