,formattedAddress,location,rating,regularOpeningHours,businessStatus,userRatingCount,displayName,primaryTypeDisplayName,postalAddress,priceRange,websiteUri
592,"C. 40 534, Los Pinos, 97138 Mérida, Yuc., Mexico","{'latitude': 21.0024291, 'longitude': -89.57443169999999}",3.0,,OPERATIONAL,3.0,"{'text': 'Energy Cafe', 'languageCode': 'en'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97138', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Los Pinos', 'addressLines': ['C. 40 534']}",,
593,"C. 19A Diag. 300-Local 4, entre 20 K y 20 J, Jardines del Nte., 97138 Mérida, Yuc., Mexico","{'latitude': 21.0129071, 'longitude': -89.56637239999999}",4.8,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 13, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 13, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 13, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 13, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 13, 'minute': 0}}, {'open': {'day': 5, 'hour': 17, 'minute': 0}, 'close': {'day': 5, 'hour': 20, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 13, 'minute': 0}}, {'open': {'day': 6, 'hour': 17, 'minute': 0}, 'close': {'day': 6, 'hour': 20, 'minute': 0}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20091:00\u202fPM, 5:00\u2009–\u20098:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20091:00\u202fPM'], 'nextOpenTime': '2025-10-22T14:00:00Z'}",OPERATIONAL,66.0,"{'text': 'Katz Café', 'languageCode': 'en'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97138', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Jardines del Norte', 'addressLines': ['C. 19A Diag. 300-Local 4, entre 20 K y 20 J']}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",
594,"18lb, San Pedro Cholul, 97138 Mérida, Yuc., Mexico","{'latitude': 21.0011986, 'longitude': -89.57021809999999}",4.5,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 17, 'minute': 30}, 'close': {'day': 0, 'hour': 22, 'minute': 30}}, {'open': {'day': 1, 'hour': 17, 'minute': 30}, 'close': {'day': 1, 'hour': 22, 'minute': 30}}, {'open': {'day': 2, 'hour': 17, 'minute': 30}, 'close': {'day': 2, 'hour': 22, 'minute': 30}}, {'open': {'day': 3, 'hour': 17, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 30}}, {'open': {'day': 4, 'hour': 17, 'minute': 30}, 'close': {'day': 4, 'hour': 22, 'minute': 30}}, {'open': {'day': 5, 'hour': 17, 'minute': 30}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 17, 'minute': 30}, 'close': {'day': 6, 'hour': 22, 'minute': 30}}], 'weekdayDescriptions': ['Monday: 5:30\u2009–\u200910:30\u202fPM', 'Tuesday: 5:30\u2009–\u200910:30\u202fPM', 'Wednesday: 5:00\u2009–\u200910:30\u202fPM', 'Thursday: 5:30\u2009–\u200910:30\u202fPM', 'Friday: 5:30\u2009–\u200910:00\u202fPM', 'Saturday: 5:30\u2009–\u200910:30\u202fPM', 'Sunday: 5:30\u2009–\u200910:30\u202fPM'], 'nextOpenTime': '2025-10-22T23:00:00Z'}",OPERATIONAL,13.0,"{'text': 'Oscar Merengues', 'languageCode': 'es'}","{'text': 'Cafeteria', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97138', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'San Pedro Cholul', 'addressLines': ['18lb']}",,https://www.facebook.com/Frapperia-to-go-225779854672870/
595,"C. 23A, San Pedro Cholul, 97138 Mérida, Yuc., Mexico","{'latitude': 21.007120300000004, 'longitude': -89.5706798}",5.0,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 16, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 30}}, {'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 13, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 13, 'minute': 0}}, {'open': {'day': 2, 'hour': 16, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 30}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 13, 'minute': 0}}, {'open': {'day': 3, 'hour': 16, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 30}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 13, 'minute': 0}}, {'open': {'day': 4, 'hour': 16, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 30}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 13, 'minute': 0}}, {'open': {'day': 5, 'hour': 16, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 30}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 13, 'minute': 0}}, {'open': {'day': 6, 'hour': 16, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 30}}], 'weekdayDescriptions': ['Monday: 7:00\u202fAM\u2009–\u20091:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u200910:30\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u200910:30\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u200910:30\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u200910:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u200910:30\u202fPM', 'Sunday: 4:00\u2009–\u200910:30\u202fPM'], 'nextOpenTime': '2025-10-22T13:00:00Z'}",OPERATIONAL,86.0,"{'text': 'Cafecito Coffee Shop', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97138', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'San Pedro Cholul', 'addressLines': ['C. 23A']}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",https://www.instagram.com/coffeeshop_cafecito?igsh=MWxobTcxbzlsanM4aQ==
596,"C. 7-A 860, Piedra Norte, Caucel, 97314 Caucel, Yuc., Mexico","{'latitude': 21.021334799999998, 'longitude': -89.7218727}",5.0,,OPERATIONAL,2.0,"{'text': 'Sweet Bites', 'languageCode': 'es'}","{'text': 'Bakery', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97314', 'administrativeArea': 'Yucatan', 'locality': 'Caucel', 'sublocality': 'Piedra Norte, Caucel', 'addressLines': ['C. 7-A 860, LT por 112']}",,https://www.facebook.com/profile.php?id=100063673955451&mibextid=ZbWKwL
597,"C. 27A 968-x116 y 118, Paraíso V, 97314 Mérida, Yuc., Mexico","{'latitude': 21.013163499999997, 'longitude': -89.7274281}",,"{'openNow': False, 'periods': [{'open': {'day': 1, 'hour': 16, 'minute': 0}, 'close': {'day': 1, 'hour': 20, 'minute': 0}}, {'open': {'day': 2, 'hour': 16, 'minute': 0}, 'close': {'day': 2, 'hour': 20, 'minute': 0}}, {'open': {'day': 3, 'hour': 16, 'minute': 0}, 'close': {'day': 3, 'hour': 20, 'minute': 0}}, {'open': {'day': 4, 'hour': 16, 'minute': 0}, 'close': {'day': 4, 'hour': 20, 'minute': 0}}, {'open': {'day': 5, 'hour': 16, 'minute': 0}, 'close': {'day': 5, 'hour': 20, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 4:00\u2009–\u20098:00\u202fPM', 'Tuesday: 4:00\u2009–\u20098:00\u202fPM', 'Wednesday: 4:00\u2009–\u20098:00\u202fPM', 'Thursday: 4:00\u2009–\u20098:00\u202fPM', 'Friday: 4:00\u2009–\u20098:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed'], 'nextOpenTime': '2025-10-22T22:00:00Z'}",OPERATIONAL,,"{'text': 'La Flauers', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97314', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Paraíso V', 'addressLines': ['C. 27A 968-x116 y 118']}",,
598,"97134 Yaxnah, Caucel, 97134 Mérida, Yuc., Mexico","{'latitude': 21.0217134, 'longitude': -89.72711799999999}",,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 17, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 17, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 17, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 17, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 17, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 5:00\u2009–\u200910:00\u202fPM', 'Friday: 5:00\u2009–\u200910:00\u202fPM', 'Saturday: 5:00\u2009–\u200910:00\u202fPM', 'Sunday: 5:00\u2009–\u200910:00\u202fPM'], 'nextOpenTime': '2025-10-22T23:00:00Z'}",OPERATIONAL,,"{'text': 'Blanquita Frappés y más', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97134', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'La Perla Ciudad Caucel', 'addressLines': ['97134 Yaxnah']}",,
599,"C. 20 por 15 y 13, Caucel, 97314 Mérida, Yuc., Mexico","{'latitude': 21.0218775, 'longitude': -89.70646719999999}",5.0,,OPERATIONAL,3.0,"{'text': 'Mirasol Repostería y Cafetería', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97314', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'La Perla Ciudad Caucel', 'addressLines': ['C. 20 por 15 y 13']}",,https://www.instagram.com/mirasol0301?igsh=MWVnNG5zYjY5ZGNhMQ==
600,"C. 20 30, Caucel, 97314 Caucel, Yuc., Mexico","{'latitude': 21.0259184, 'longitude': -89.7073825}",5.0,"{'openNow': False, 'periods': [{'open': {'day': 3, 'hour': 0, 'minute': 0}, 'close': {'day': 0, 'hour': 0, 'minute': 0}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Closed'], 'nextOpenTime': '2025-10-22T06:00:00Z'}",OPERATIONAL,2.0,"{'text': 'Mediociclo café', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97314', 'administrativeArea': 'Yucatan', 'locality': 'Caucel', 'sublocality': 'La Perla Ciudad Caucel', 'addressLines': ['C. 20 30']}",,
601,"C. 21 107, Caucel, 97314 Caucel, Yuc., Mexico","{'latitude': 21.016976900000003, 'longitude': -89.70940449999999}",5.0,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 18, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 30}}, {'open': {'day': 5, 'hour': 18, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 30}}, {'open': {'day': 6, 'hour': 18, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 30}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 6:00\u2009–\u200910:30\u202fPM', 'Saturday: 6:00\u2009–\u200910:30\u202fPM', 'Sunday: 6:00\u2009–\u200910:30\u202fPM'], 'nextOpenTime': '2025-10-25T00:00:00Z'}",OPERATIONAL,8.0,"{'text': 'Casa ChanChan', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97314', 'administrativeArea': 'Yucatan', 'locality': 'Caucel', 'sublocality': 'La Perla Ciudad Caucel', 'addressLines': ['C. 21 107']}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
602,"C. 21 92, Centro, 97314 Caucel, Yuc., Mexico","{'latitude': 21.015815699999997, 'longitude': -89.7051391}",4.3,"{'openNow': True, 'periods': [{'open': {'day': 2, 'hour': 18, 'minute': 0}, 'close': {'day': 2, 'hour': 23, 'minute': 0}}, {'open': {'day': 3, 'hour': 18, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 0}}, {'open': {'day': 4, 'hour': 18, 'minute': 0}, 'close': {'day': 4, 'hour': 23, 'minute': 0}}, {'open': {'day': 5, 'hour': 18, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 0}}, {'open': {'day': 6, 'hour': 18, 'minute': 0}, 'close': {'day': 6, 'hour': 23, 'minute': 0}}], 'weekdayDescriptions': ['Monday: Closed', 'Tuesday: 6:00\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u2009–\u200911:00\u202fPM', 'Saturday: 6:00\u2009–\u200911:00\u202fPM', 'Sunday: Closed'], 'nextCloseTime': '2025-10-22T05:00:00Z'}",OPERATIONAL,9.0,"{'text': 'Mediociclo Café', 'languageCode': 'en'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97314', 'administrativeArea': 'Yucatan', 'locality': 'Caucel', 'sublocality': 'Centro', 'addressLines': ['C. 21 92']}",,
603,"C. 67 406-x 58, Camara de la Construcción, 97203 Mérida, Yuc., Mexico","{'latitude': 21.023598399999997, 'longitude': -89.6553325}",,,OPERATIONAL,,"{'text': 'Crunch city', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97203', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'addressLines': ['C. 67 406-x 58, SM esquina']}",,
604,"C. 13 444, Terranova, 97203 Mérida, Yuc., Mexico","{'latitude': 21.021017399999998, 'longitude': -89.6524087}",,"{'openNow': True, 'periods': [{'open': {'day': 0, 'hour': 9, 'minute': 30}, 'close': {'day': 1, 'hour': 1, 'minute': 0}}, {'open': {'day': 1, 'hour': 9, 'minute': 30}, 'close': {'day': 2, 'hour': 0, 'minute': 0}}, {'open': {'day': 2, 'hour': 9, 'minute': 30}, 'close': {'day': 3, 'hour': 0, 'minute': 0}}, {'open': {'day': 3, 'hour': 9, 'minute': 30}, 'close': {'day': 4, 'hour': 0, 'minute': 0}}, {'open': {'day': 4, 'hour': 9, 'minute': 30}, 'close': {'day': 5, 'hour': 0, 'minute': 0}}, {'open': {'day': 5, 'hour': 9, 'minute': 30}, 'close': {'day': 6, 'hour': 1, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 30}, 'close': {'day': 0, 'hour': 1, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 9:30\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 9:30\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 9:30\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 9:30\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 9:30\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 9:30\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 9:30\u202fAM\u2009–\u20091:00\u202fAM'], 'nextCloseTime': '2025-10-22T06:00:00Z'}",OPERATIONAL,,"{'text': 'Sglamour Mid Cafetería • Fresas con crema fresas con chocolate frappes smoothies mini hotcakes waffles crepas', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97203', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Terranova', 'addressLines': ['C. 13 444']}",,
605,"C. 54 Manzana y 57 entre 55D, Francisco de Montejo, 97203 Mérida, Yuc., Mexico","{'latitude': 21.025999499999998, 'longitude': -89.6510521}",4.9,"{'openNow': False, 'periods': [{'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 14, 'minute': 0}}, {'open': {'day': 1, 'hour': 17, 'minute': 0}, 'close': {'day': 1, 'hour': 21, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 14, 'minute': 0}}, {'open': {'day': 2, 'hour': 17, 'minute': 0}, 'close': {'day': 2, 'hour': 21, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 14, 'minute': 0}}, {'open': {'day': 3, 'hour': 17, 'minute': 0}, 'close': {'day': 3, 'hour': 21, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 14, 'minute': 0}}, {'open': {'day': 4, 'hour': 17, 'minute': 0}, 'close': {'day': 4, 'hour': 21, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 14, 'minute': 0}}, {'open': {'day': 5, 'hour': 17, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 20, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed'], 'nextOpenTime': '2025-10-22T13:00:00Z'}",OPERATIONAL,54.0,"{'text': 'Arboleda 54 Caffé', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97203', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Francisco de Montejo', 'addressLines': ['C. 54 MZ y 57 entre 55D']}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",
606,"C. 42 377-x 55C y 55D, Francisco de Montejo, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0236463, 'longitude': -89.6429422}",4.4,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 15, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 30}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 30}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 30}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 30}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 30}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 30}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20093:00\u202fPM'], 'nextOpenTime': '2025-10-22T13:30:00Z'}",OPERATIONAL,72.0,"{'text': 'Nítido - Francisco de Montejo', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97203', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'Francisco de Montejo', 'addressLines': ['C. 42 377-x 55C y 55D']}","{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}",https://www.instagram.com/nitidocafe/
607,"C. 46 346, San Pablo Uxmal, 97203 Mérida, Yuc., Mexico","{'latitude': 21.019750600000002, 'longitude': -89.6494245}",5.0,"{'openNow': False, 'periods': [{'open': {'day': 1, 'hour': 7, 'minute': 10}, 'close': {'day': 1, 'hour': 13, 'minute': 40}}, {'open': {'day': 2, 'hour': 7, 'minute': 10}, 'close': {'day': 2, 'hour': 13, 'minute': 40}}, {'open': {'day': 3, 'hour': 7, 'minute': 10}, 'close': {'day': 3, 'hour': 13, 'minute': 40}}, {'open': {'day': 4, 'hour': 7, 'minute': 10}, 'close': {'day': 4, 'hour': 13, 'minute': 40}}, {'open': {'day': 5, 'hour': 7, 'minute': 10}, 'close': {'day': 5, 'hour': 13, 'minute': 40}}, {'open': {'day': 6, 'hour': 8, 'minute': 10}, 'close': {'day': 6, 'hour': 13, 'minute': 40}}], 'weekdayDescriptions': ['Monday: 7:10\u202fAM\u2009–\u20091:40\u202fPM', 'Tuesday: 7:10\u202fAM\u2009–\u20091:40\u202fPM', 'Wednesday: 7:10\u202fAM\u2009–\u20091:40\u202fPM', 'Thursday: 7:10\u202fAM\u2009–\u20091:40\u202fPM', 'Friday: 7:10\u202fAM\u2009–\u20091:40\u202fPM', 'Saturday: 8:10\u202fAM\u2009–\u20091:40\u202fPM', 'Sunday: Closed'], 'nextOpenTime': '2025-10-22T13:10:00Z'}",OPERATIONAL,2.0,"{'text': 'Tamak 219 Café', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97203', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'San Pablo Uxmal', 'addressLines': ['C. 46 346']}",,https://wa.link/20dfql
608,"97203, San Pedro Uxmal, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0195003, 'longitude': -89.64316269999999}",4.9,"{'openNow': False, 'periods': [{'open': {'day': 0, 'hour': 18, 'minute': 0}, 'close': {'day': 1, 'hour': 0, 'minute': 0}}, {'open': {'day': 1, 'hour': 18, 'minute': 0}, 'close': {'day': 2, 'hour': 0, 'minute': 0}}, {'open': {'day': 3, 'hour': 18, 'minute': 0}, 'close': {'day': 4, 'hour': 0, 'minute': 0}}, {'open': {'day': 4, 'hour': 18, 'minute': 0}, 'close': {'day': 5, 'hour': 0, 'minute': 0}}, {'open': {'day': 5, 'hour': 18, 'minute': 0}, 'close': {'day': 6, 'hour': 0, 'minute': 0}}, {'open': {'day': 6, 'hour': 18, 'minute': 0}, 'close': {'day': 0, 'hour': 0, 'minute': 0}}], 'weekdayDescriptions': ['Monday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: Closed', 'Wednesday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 6:00\u202fPM\u2009–\u200912:00\u202fAM'], 'nextOpenTime': '2025-10-23T00:00:00Z'}",OPERATIONAL,21.0,"{'text': 'Cafetería La taberna del Dragón', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'regionCode': 'MX', 'languageCode': 'en-US', 'postalCode': '97203', 'administrativeArea': 'Yucatan', 'locality': 'Merida', 'sublocality': 'San Pedro Uxmal', 'addressLines': ['97203']}","{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}",
